Dates,States,Daily Confirmed,Daily Recovered,Daily Deceased,Daily Tested,Daily Vaccinated
2020-10-06,PY,405,393,3,5255,0
2020-10-07,PY,479,316,5,5194,0
2020-10-08,PY,378,326,5,4669,0
2020-10-09,PY,365,287,2,5006,0
2020-10-10,PY,337,411,1,4834,0
2020-10-11,PY,308,337,4,4350,0
2020-10-12,PY,188,264,2,2579,0
2020-10-13,PY,267,310,2,4272,0
2020-10-14,PY,241,287,1,4523,0
2020-10-15,PY,241,213,2,4613,0
2020-10-16,PY,280,306,1,4287,0
2020-10-17,PY,212,313,3,3999,0
2020-10-18,PY,163,306,0,4175,0
2020-10-19,PY,106,230,1,2533,0
2020-10-20,PY,205,254,2,4049,0
2020-10-21,PY,170,242,3,3955,0
2020-10-22,PY,210,195,2,3847,0
2020-10-23,PY,154,216,2,3784,0
2020-10-24,PY,126,187,2,3865,0
2020-10-25,PY,81,187,2,2878,0
2020-10-26,PY,143,189,0,1059,0
2020-10-27,PY,146,163,0,3569,0
2020-10-28,PY,101,154,2,3972,0
2020-10-29,PY,178,142,2,3901,0
2020-10-30,PY,147,128,0,3561,0
2020-10-31,PY,105,147,0,3178,0
2020-11-01,PY,96,621,3,3182,0
2020-11-02,PY,69,482,0,2820,0
2020-11-03,PY,147,457,1,4004,0
2020-11-04,PY,104,419,1,3819,0
2020-11-05,PY,121,420,1,4275,0
2020-11-06,PY,125,314,0,3826,0
2020-11-07,PY,69,495,2,3981,0
2020-11-08,PY,94,135,1,3820,0
2020-11-09,PY,62,145,1,2530,0
2020-11-10,PY,100,113,2,3721,0
2020-11-11,PY,114,107,1,3921,0
2020-11-12,PY,65,69,2,3545,0
2020-11-13,PY,73,70,1,3355,0
2020-11-14,PY,47,66,0,2495,0
2020-11-15,PY,25,95,0,469,0
2020-11-16,PY,13,95,0,1761,0
2020-11-17,PY,72,131,0,3358,0
2020-11-18,PY,56,194,0,3618,0
2020-11-19,PY,68,102,1,3519,0
2020-11-20,PY,52,101,0,3468,0
2020-11-21,PY,63,82,0,3537,0
2020-11-22,PY,45,88,0,3586,0
2020-11-23,PY,25,57,0,3201,0
2020-11-24,PY,51,39,0,4236,0
2020-11-25,PY,51,45,0,3259,0
2020-11-26,PY,20,21,0,697,0
2020-11-27,PY,16,46,0,1609,0
2020-11-28,PY,46,41,0,2904,0
2020-11-29,PY,33,72,0,2926,0
2020-11-30,PY,33,52,1,2076,0
2020-12-01,PY,52,72,1,3316,0
2020-12-02,PY,59,65,1,3431,0
2020-12-03,PY,40,27,1,2880,0
2020-12-04,PY,46,62,1,2307,0
2020-12-05,PY,44,52,0,1801,0
2020-12-06,PY,35,62,0,2105,0
2020-12-07,PY,26,25,1,1651,0
2020-12-08,PY,41,45,0,2884,0
2020-12-09,PY,28,46,0,3247,0
2020-12-10,PY,24,18,2,1570,0
2020-12-11,PY,43,48,2,1465,0
2020-12-12,PY,38,59,0,1809,0
2020-12-13,PY,48,57,0,1779,0
2020-12-14,PY,21,50,1,1981,0
2020-12-15,PY,37,47,1,3393,0
2020-12-16,PY,32,28,1,3500,0
2020-12-17,PY,40,32,0,3144,0
2020-12-18,PY,48,38,1,2913,0
2020-12-19,PY,45,21,1,3126,0
2020-12-20,PY,33,25,2,2452,0
2020-12-21,PY,14,26,1,1971,0
2020-12-22,PY,49,19,2,3195,0
2020-12-23,PY,34,44,0,2975,0
2020-12-24,PY,40,26,0,3008,0
2020-12-25,PY,29,44,0,2973,0
2020-12-26,PY,33,26,1,3385,0
2020-12-27,PY,48,43,1,2984,0
2020-12-28,PY,33,35,0,1828,0
2020-12-29,PY,42,34,2,3589,0
2020-12-30,PY,26,26,0,3345,0
2020-12-31,PY,36,15,0,3119,0
2021-01-01,PY,32,50,0,3068,0
2021-01-02,PY,10,30,0,2378,0
2021-01-03,PY,50,38,0,2479,0
2021-01-04,PY,29,28,2,2348,0
2021-01-05,PY,47,31,0,3734,0
2021-01-06,PY,34,35,0,3557,0
2021-01-07,PY,35,47,1,3377,0
2021-01-08,PY,20,36,0,3411,0
2021-01-09,PY,36,51,0,3233,0
2021-01-10,PY,30,40,2,3050,0
2021-01-11,PY,22,34,0,2063,0
2021-01-12,PY,18,28,1,3637,0
2021-01-13,PY,29,44,0,3002,0
2021-01-14,PY,43,22,1,-8,0
2021-01-15,PY,28,32,0,4688,0
2021-01-16,PY,16,22,2,2149,274
2021-01-17,PY,35,37,0,2544,0
2021-01-18,PY,23,20,1,1584,280
2021-01-19,PY,37,26,0,3763,165
2021-01-20,PY,31,32,0,3679,40
2021-01-21,PY,35,32,0,4364,0
2021-01-22,PY,22,27,0,3342,338
2021-01-23,PY,36,27,1,3296,381
2021-01-24,PY,30,43,1,3046,0
2021-01-25,PY,18,26,0,2433,335
2021-01-26,PY,32,17,0,3063,0
2021-01-27,PY,24,36,1,2192,0
2021-01-28,PY,39,29,1,2772,0
2021-01-29,PY,31,27,0,2961,486
2021-01-30,PY,43,32,0,2685,437
2021-01-31,PY,21,41,1,2352,0
2021-02-01,PY,28,25,3,1148,252
2021-02-02,PY,27,26,0,-293,89
2021-02-03,PY,23,29,1,4752,145
2021-02-04,PY,39,25,0,2050,0
2021-02-05,PY,50,27,2,2101,310
2021-02-06,PY,35,32,0,2015,0
2021-02-07,PY,22,27,0,2029,0
2021-02-08,PY,26,28,1,1346,349
2021-02-09,PY,35,37,0,2686,420
2021-02-10,PY,19,32,1,2707,469
2021-02-11,PY,25,22,0,2366,10
2021-02-12,PY,19,31,0,2231,730
2021-02-13,PY,24,24,0,2582,443
2021-02-14,PY,8,33,1,1930,0
2021-02-15,PY,20,41,1,1400,367
2021-02-16,PY,20,43,0,2082,307
2021-02-17,PY,18,27,2,1824,332
2021-02-18,PY,20,23,0,1713,702
2021-02-19,PY,14,34,2,1836,820
2021-02-20,PY,29,18,0,1590,770
2021-02-21,PY,23,18,1,1543,0
2021-02-22,PY,8,26,0,753,105
2021-02-23,PY,28,21,2,1132,75
2021-02-24,PY,28,17,1,2069,5
2021-02-25,PY,21,13,1,1635,19
2021-02-26,PY,20,22,0,2055,465
2021-02-27,PY,20,16,1,1414,0
2021-02-28,PY,8,20,0,1438,0
2021-03-01,PY,9,16,1,693,372
2021-03-02,PY,29,32,0,1485,702
2021-03-03,PY,14,20,0,1556,1954
2021-03-04,PY,17,19,0,1286,1594
2021-03-05,PY,30,20,0,1314,889
2021-03-06,PY,19,21,1,1322,1105
2021-03-07,PY,25,22,0,1270,0
2021-03-08,PY,14,19,0,379,1573
2021-03-09,PY,26,19,0,1586,1166
2021-03-10,PY,24,23,0,1408,1692
2021-03-11,PY,22,25,0,1202,1363
2021-03-12,PY,30,20,0,1202,1479
2021-03-13,PY,31,26,0,0,1678
2021-03-14,PY,15,15,1,865,0
2021-03-15,PY,14,17,1,603,2316
2021-03-16,PY,24,29,1,1351,2444
2021-03-17,PY,52,18,0,1290,2992
2021-03-18,PY,81,18,1,1353,3353
2021-03-19,PY,61,20,0,1347,2288
2021-03-20,PY,60,24,0,1345,3644
2021-03-21,PY,64,21,1,1238,0
2021-03-22,PY,47,29,1,519,3392
2021-03-23,PY,87,18,1,1972,2707
2021-03-24,PY,125,17,2,2124,4818
2021-03-25,PY,95,9,0,2039,2746
2021-03-26,PY,96,13,0,2164,2646
2021-03-27,PY,128,36,1,2022,2324
2021-03-28,PY,137,76,0,2020,0
2021-03-29,PY,125,40,1,1464,2052
2021-03-30,PY,115,94,1,2443,133
2021-03-31,PY,127,64,0,2132,3693
2021-04-01,PY,260,43,1,2355,2165
2021-04-02,PY,213,82,1,2596,1447
2021-04-03,PY,191,137,0,1302,3504
2021-04-04,PY,227,109,0,2416,1500
2021-04-05,PY,180,95,0,2702,1747
2021-04-06,PY,237,139,2,3018,616
2021-04-07,PY,173,125,1,1149,1248
2021-04-08,PY,293,113,0,3451,2150
2021-04-09,PY,223,139,0,3751,2546
2021-04-10,PY,272,136,2,3821,3201
2021-04-11,PY,306,206,2,3348,6657
2021-04-12,PY,512,232,2,3451,10430
2021-04-13,PY,418,209,3,5050,14193
2021-04-14,PY,476,242,2,4376,8640
2021-04-15,PY,413,176,1,2811,9390
2021-04-16,PY,531,220,3,4714,8190
2021-04-17,PY,715,198,3,4748,5424
2021-04-18,PY,663,282,3,5070,1601
2021-04-19,PY,565,336,5,3564,1968
2021-04-20,PY,638,253,4,5670,1334
2021-04-21,PY,619,283,5,5607,2005
2021-04-22,PY,987,464,4,4675,1756
2021-04-23,PY,792,383,2,5081,1791
2021-04-24,PY,899,453,9,6030,1314
2021-04-25,PY,1008,476,11,5632,352
2021-04-26,PY,747,515,10,3451,1355
2021-04-27,PY,1021,690,13,6502,1218
2021-04-28,PY,1258,632,10,6833,1301
2021-04-29,PY,1122,565,12,9727,1592
2021-04-30,PY,1195,653,12,6451,1781
2021-05-01,PY,1379,623,12,6531,1297
2021-05-02,PY,1360,987,16,5173,-39
2021-05-03,PY,799,790,15,3333,900
2021-05-04,PY,1138,886,17,6820,625
2021-05-05,PY,1819,933,18,6893,807
2021-05-06,PY,1510,779,18,7150,826
2021-05-07,PY,1746,1079,19,8220,854
2021-05-08,PY,1703,1177,19,9132,748
2021-05-09,PY,1633,1158,26,9022,173
2021-05-10,PY,1266,1108,23,5826,882
2021-05-11,PY,2049,1359,30,9058,606
2021-05-12,PY,2007,1247,27,9176,512
2021-05-13,PY,1942,912,24,9292,772
2021-05-14,PY,1974,1088,30,9148,827
2021-05-15,PY,1598,1774,20,9139,1192
2021-05-16,PY,1961,1491,32,9446,543
2021-05-17,PY,1446,1701,28,8056,966
2021-05-18,PY,1797,1670,33,9559,844
2021-05-19,PY,1759,1555,29,9007,947
2021-05-20,PY,1957,1304,28,9347,5356
2021-05-21,PY,1702,2017,26,9043,2301
2021-05-22,PY,1445,2011,30,9092,2334
2021-05-23,PY,1448,1903,34,9037,1454
2021-05-24,PY,922,1915,23,7674,2768
2021-05-25,PY,1237,1571,26,9148,2508
2021-05-26,PY,1321,1927,27,9032,2726
2021-05-27,PY,1137,1486,20,9473,2787
2021-05-28,PY,1223,1779,21,9012,3143
2021-05-29,PY,996,1718,21,9118,3221
2021-05-30,PY,930,1895,21,8437,2119
2021-05-31,PY,627,1629,18,7001,3513
2021-06-01,PY,979,1403,14,8540,3236
2021-06-02,PY,867,1393,17,9151,3281
2021-06-03,PY,815,950,16,9034,3255
2021-06-04,PY,712,1215,18,9458,2741
2021-06-05,PY,613,1312,12,9086,4205
2021-06-06,PY,640,1138,15,9215,2496
2021-06-07,PY,482,1196,10,7731,5131
2021-06-08,PY,545,938,6,9092,5597
2021-06-09,PY,642,932,4,8516,5326
2021-06-10,PY,507,646,9,8215,5873
2021-06-11,PY,429,967,11,9159,5489
2021-06-12,PY,442,844,9,9030,6907
2021-06-13,PY,402,809,7,8724,2409
2021-06-14,PY,309,686,7,7657,6807
2021-06-15,PY,355,629,5,9017,5265
2021-06-16,PY,430,597,6,9190,12805
2021-06-17,PY,326,480,8,9106,14965
2021-06-18,PY,353,557,4,8685,15660
2021-06-19,PY,295,621,6,9015,24654
2021-06-20,PY,251,479,3,8414,8315
2021-06-21,PY,233,428,3,7349,16830
2021-06-22,PY,284,433,1,8842,7607
2021-06-23,PY,263,415,4,8201,7740
2021-06-24,PY,298,276,3,8891,7044
2021-06-25,PY,261,363,5,8185,6802
2021-06-26,PY,228,421,2,8018,8182
2021-06-27,PY,231,331,3,8148,2061
2021-06-28,PY,144,336,1,7251,9246
2021-06-29,PY,196,327,3,8710,6448
2021-06-30,PY,264,254,1,8098,5986
2021-07-01,PY,216,227,2,8349,4789
2021-07-02,PY,175,276,8,8315,3808
2021-07-03,PY,147,271,1,7708,5321
2021-07-04,PY,172,272,1,6751,1470
2021-07-05,PY,128,262,1,5597,4843
2021-07-06,PY,140,219,1,6831,3339
2021-07-07,PY,189,225,2,6756,3961
2021-07-08,PY,155,144,2,6456,2988
2021-07-09,PY,126,192,1,6048,3072
2021-07-10,PY,134,255,1,6045,5999
2021-07-11,PY,145,213,0,5821,4575
2021-07-12,PY,81,171,2,4214,9060
2021-07-13,PY,124,153,0,5758,9581
2021-07-14,PY,121,177,1,6088,3830
2021-07-15,PY,103,122,1,6367,3274
2021-07-16,PY,104,161,2,6119,3547
2021-07-17,PY,94,171,1,6395,4082
2021-07-18,PY,100,144,2,6172,1105
2021-07-19,PY,42,125,0,5243,4923
2021-07-20,PY,78,128,3,6488,4079
2021-07-21,PY,112,139,0,6549,1746
2021-07-22,PY,68,72,2,4631,3319
2021-07-23,PY,98,132,3,6255,5124
2021-07-24,PY,126,121,1,6054,7449
2021-07-25,PY,104,102,2,5950,780
2021-07-26,PY,86,98,1,4766,4085
2021-07-27,PY,113,98,1,5124,3067
2021-07-28,PY,97,96,1,5635,2921
2021-07-29,PY,98,49,0,5126,4667
2021-07-30,PY,90,82,1,5317,4539
2021-07-31,PY,100,115,2,5082,8503
2021-08-01,PY,90,70,0,4911,469
2021-08-02,PY,54,92,0,4395,3291
2021-08-03,PY,73,132,0,5664,3274
2021-08-04,PY,120,95,3,5868,3913
2021-08-05,PY,81,100,0,5953,3550
2021-08-06,PY,88,103,1,5836,3540
2021-08-07,PY,102,91,1,5521,4102
2021-08-08,PY,79,112,0,5490,1194
2021-08-09,PY,63,78,0,3677,4103
2021-08-10,PY,101,84,0,5699,3264
2021-08-11,PY,114,98,1,5924,2755
2021-08-12,PY,109,59,2,5554,2431
2021-08-13,PY,113,83,0,5629,2477
2021-08-14,PY,101,108,1,5049,3713
2021-08-15,PY,79,85,1,5022,423
2021-08-16,PY,49,86,0,3142,1168
2021-08-17,PY,60,96,0,3269,2242
2021-08-18,PY,151,74,0,5424,1840
2021-08-19,PY,134,95,1,5487,1471
2021-08-20,PY,97,105,0,5024,443
2021-08-21,PY,59,112,2,3501,1024
2021-08-22,PY,60,121,0,3566,388
2021-08-23,PY,42,93,0,3035,1802
2021-08-24,PY,73,103,1,3131,1513
2021-08-25,PY,71,76,0,2254,1704
2021-08-26,PY,73,66,0,2295,1380
2021-08-27,PY,80,79,0,2991,1421
2021-08-28,PY,67,136,1,5374,0
2021-08-29,PY,96,100,2,4950,2653
2021-08-30,PY,63,88,0,3565,2161
2021-08-31,PY,115,67,0,5402,1871
2021-09-01,PY,138,67,1,5419,2087
2021-09-02,PY,92,38,2,5195,1698
2021-09-03,PY,127,70,0,6307,2454
2021-09-04,PY,120,76,1,5017,3409
2021-09-05,PY,103,78,1,4920,490
2021-09-06,PY,32,78,1,3434,1609
2021-09-07,PY,127,66,1,5479,1085
2021-09-08,PY,125,113,0,5156,1179
2021-09-09,PY,82,74,1,5348,892
2021-09-10,PY,111,109,0,5847,306
2021-09-11,PY,46,126,1,3071,1765
2021-09-12,PY,100,82,2,5032,510
2021-09-13,PY,61,131,0,3818,2050
2021-09-14,PY,103,105,0,5697,1422
2021-09-15,PY,124,80,2,5345,1792
2021-09-16,PY,107,42,2,5214,1480
2021-09-17,PY,86,129,1,5057,2458
2021-09-18,PY,128,122,1,5004,2655
2021-09-19,PY,79,78,2,4765,1046
2021-09-20,PY,54,109,1,4069,3505
2021-09-21,PY,101,46,0,5461,2976
2021-09-22,PY,117,92,2,5097,3002
2021-09-23,PY,91,67,0,5883,3181
2021-09-24,PY,94,107,0,4836,3077
2021-09-25,PY,92,114,2,5128,3345
2021-09-26,PY,78,107,2,4677,1235
2021-09-27,PY,37,72,0,3619,4070
2021-09-28,PY,88,142,1,4856,2761
2021-09-29,PY,93,75,1,5927,2292
2021-09-30,PY,59,57,0,5169,2047
2021-10-01,PY,64,103,0,5365,1808
2021-10-02,PY,82,106,0,5012,1239
2021-10-03,PY,32,89,1,4237,642
2021-10-04,PY,42,96,1,3832,2108
2021-10-05,PY,82,92,1,5368,780
2021-10-06,PY,73,76,1,4733,1325
2021-10-07,PY,64,48,0,5246,1140
2021-10-08,PY,87,95,1,5652,1444
2021-10-09,PY,84,92,1,4685,1399
2021-10-10,PY,76,55,0,4611,420
2021-10-11,PY,42,59,2,3022,1579
2021-10-12,PY,56,78,0,4537,1042
2021-10-13,PY,59,24,1,4817,740
2021-10-14,PY,49,53,0,3714,192
2021-10-15,PY,37,73,0,3256,834
2021-10-16,PY,48,61,0,3823,1161
2021-10-17,PY,52,64,1,4119,348
2021-10-18,PY,28,90,0,3846,1353
2021-10-19,PY,55,86,2,4217,476
2021-10-20,PY,42,71,0,4065,1038
2021-10-21,PY,43,50,0,2953,847
2021-10-22,PY,57,56,1,3126,781
2021-10-23,PY,53,48,2,3518,962
2021-10-24,PY,61,49,2,3456,310
2021-10-25,PY,30,43,0,2618,3511
2021-10-26,PY,41,42,0,3122,1556
2021-10-27,PY,40,50,0,3375,1092
2021-10-28,PY,45,35,0,3614,748
2021-10-29,PY,45,52,0,2918,591
2021-10-30,PY,39,48,0,2786,655
2021-10-31,PY,38,45,0,2662,171
2020-03-03,RJ,1,0,0,0,0
2020-03-04,RJ,1,0,0,0,0
2020-03-05,RJ,0,0,0,0,0
2020-03-06,RJ,0,0,0,0,0
2020-03-07,RJ,0,0,0,0,0
2020-03-08,RJ,0,0,0,0,0
2020-03-09,RJ,0,0,0,0,0
2020-03-10,RJ,1,0,0,0,0
2020-03-11,RJ,0,0,0,0,0
2020-03-12,RJ,0,0,0,0,0
2020-03-13,RJ,0,0,0,0,0
2020-03-14,RJ,1,0,0,0,0
2020-03-15,RJ,0,0,0,0,0
2020-03-16,RJ,0,0,0,0,0
2020-03-17,RJ,0,0,0,0,0
2020-03-18,RJ,3,0,0,0,0
2020-03-19,RJ,2,0,0,0,0
2020-03-20,RJ,8,0,0,0,0
2020-03-21,RJ,7,0,0,0,0
2020-03-22,RJ,5,0,0,0,0
2020-03-23,RJ,3,0,0,0,0
2020-03-24,RJ,0,0,0,0,0
2020-03-25,RJ,6,0,0,0,0
2020-03-26,RJ,5,0,0,0,0
2020-03-27,RJ,7,0,0,0,0
2020-03-28,RJ,4,0,0,0,0
2020-03-29,RJ,5,3,0,0,0
2020-03-30,RJ,20,0,0,0,0
2020-03-31,RJ,14,0,0,0,0
2020-04-01,RJ,27,0,0,0,0
2020-04-02,RJ,13,0,0,0,0
2020-04-03,RJ,46,0,0,0,0
2020-04-04,RJ,27,22,1,0,0
2020-04-05,RJ,60,0,0,0,0
2020-04-06,RJ,35,0,1,0,0
2020-04-07,RJ,42,0,0,17638,0
2020-04-08,RJ,40,20,1,0,0
2020-04-09,RJ,80,15,0,1469,0
2020-04-10,RJ,98,0,0,3242,0
2020-04-11,RJ,139,56,6,2508,0
2020-04-12,RJ,104,5,2,3648,0
2020-04-13,RJ,93,0,0,3299,0
2020-04-14,RJ,108,26,0,3124,0
2020-04-15,RJ,71,0,0,2932,0
2020-04-16,RJ,55,17,0,2918,0
2020-04-17,RJ,98,19,6,2069,0
2020-04-18,RJ,122,17,4,4350,0
2020-04-19,RJ,127,5,2,4417,0
2020-04-20,RJ,98,0,2,5676,0
2020-04-21,RJ,159,69,1,4202,0
2020-04-22,RJ,153,70,1,4765,0
2020-04-23,RJ,76,107,1,3507,0
2020-04-24,RJ,70,42,4,4720,0
2020-04-25,RJ,49,20,2,4509,0
2020-04-26,RJ,102,116,7,3949,0
2020-04-27,RJ,77,115,9,4835,0
2020-04-28,RJ,102,26,2,4729,0
2020-04-29,RJ,76,44,3,5284,0
2020-04-30,RJ,144,79,3,5914,0
2020-05-01,RJ,82,223,4,4839,0
2020-05-02,RJ,106,126,6,5391,0
2020-05-03,RJ,114,114,3,6306,0
2020-05-04,RJ,175,82,6,9018,0
2020-05-05,RJ,97,87,12,5729,0
2020-05-06,RJ,159,214,4,4593,0
2020-05-07,RJ,110,150,6,5930,0
2020-05-08,RJ,152,122,4,6735,0
2020-05-09,RJ,129,151,3,6912,0
2020-05-10,RJ,106,79,2,7267,0
2020-05-11,RJ,174,83,5,9706,0
2020-05-12,RJ,138,130,4,9480,0
2020-05-13,RJ,202,119,4,9073,0
2020-05-14,RJ,206,65,4,9560,0
2020-05-15,RJ,213,91,0,8074,0
2020-05-16,RJ,213,215,1,9122,0
2020-05-17,RJ,242,111,5,10507,0
2020-05-18,RJ,305,163,7,11530,0
2020-05-19,RJ,338,119,5,11057,0
2020-05-20,RJ,170,67,4,11022,0
2020-05-21,RJ,212,81,4,10419,0
2020-05-22,RJ,267,195,2,11190,0
2020-05-23,RJ,248,106,7,16771,0
2020-05-24,RJ,286,62,3,13132,0
2020-05-25,RJ,272,208,4,10769,0
2020-05-26,RJ,236,220,3,9323,0
2020-05-27,RJ,280,286,3,13441,0
2020-05-28,RJ,251,253,7,14956,0
2020-05-29,RJ,298,429,4,13759,0
2020-05-30,RJ,252,495,9,16175,0
2020-05-31,RJ,214,293,1,14287,0
2020-06-01,RJ,269,181,5,15407,0
2020-06-02,RJ,273,222,4,15605,0
2020-06-03,RJ,279,309,6,13999,0
2020-06-04,RJ,210,360,4,12341,0
2020-06-05,RJ,222,255,5,13781,0
2020-06-06,RJ,253,142,13,13570,0
2020-06-07,RJ,262,253,9,12304,0
2020-06-08,RJ,277,363,6,11566,0
2020-06-09,RJ,369,211,9,11681,0
2020-06-10,RJ,355,241,4,13281,0
2020-06-11,RJ,238,206,6,14752,0
2020-06-12,RJ,230,236,7,13479,0
2020-06-13,RJ,333,326,10,13411,0
2020-06-14,RJ,293,229,10,13966,0
2020-06-15,RJ,287,219,9,10376,0
2020-06-16,RJ,235,177,7,13038,0
2020-06-17,RJ,326,505,5,15603,0
2020-06-18,RJ,315,275,17,16879,0
2020-06-19,RJ,299,255,3,12827,0
2020-06-20,RJ,381,277,4,15374,0
2020-06-21,RJ,393,323,12,16109,0
2020-06-22,RJ,302,313,7,10466,0
2020-06-23,RJ,395,303,9,16485,0
2020-06-24,RJ,382,398,10,14778,0
2020-06-25,RJ,287,229,4,16282,0
2020-06-26,RJ,364,222,1,13037,0
2020-06-27,RJ,284,305,11,14629,0
2020-06-28,RJ,327,244,8,15411,0
2020-06-29,RJ,389,310,6,9563,0
2020-06-30,RJ,348,299,8,14436,0
2020-07-01,RJ,304,354,8,15157,0
2020-07-02,RJ,350,374,9,14904,0
2020-07-03,RJ,390,333,10,15328,0
2020-07-04,RJ,480,359,7,19753,0
2020-07-05,RJ,632,288,9,19777,0
2020-07-06,RJ,524,350,5,11468,0
2020-07-07,RJ,716,297,11,20158,0
2020-07-08,RJ,659,291,10,22696,0
2020-07-09,RJ,500,204,9,23818,0
2020-07-10,RJ,611,550,6,21923,0
2020-07-11,RJ,574,249,6,23003,0
2020-07-12,RJ,644,234,7,21882,0
2020-07-13,RJ,544,527,8,14203,0
2020-07-14,RJ,635,539,6,28413,0
2020-07-15,RJ,866,333,6,27206,0
2020-07-16,RJ,737,468,8,28050,0
2020-07-17,RJ,615,656,8,23427,0
2020-07-18,RJ,711,518,7,29297,0
2020-07-19,RJ,934,586,6,27084,0
2020-07-20,RJ,956,465,9,12627,0
2020-07-21,RJ,983,549,9,25989,0
2020-07-22,RJ,961,620,6,27842,0
2020-07-23,RJ,886,451,11,27362,0
2020-07-24,RJ,958,732,8,23964,0
2020-07-25,RJ,1120,759,11,28306,0
2020-07-26,RJ,1132,648,11,25274,0
2020-07-27,RJ,1134,880,9,14758,0
2020-07-28,RJ,1072,483,11,27358,0
2020-07-29,RJ,1144,992,10,27858,0
2020-07-30,RJ,1156,922,13,27595,0
2020-07-31,RJ,1147,614,13,26269,0
2020-08-01,RJ,1160,823,14,26980,0
2020-08-02,RJ,1167,548,12,17047,0
2020-08-03,RJ,1145,835,13,13936,0
2020-08-04,RJ,1124,781,13,7393,0
2020-08-05,RJ,1166,1017,13,27426,0
2020-08-06,RJ,1151,1282,12,31477,0
2020-08-07,RJ,1161,1064,10,27093,0
2020-08-08,RJ,1171,968,11,32649,0
2020-08-09,RJ,1169,1072,11,29769,0
2020-08-10,RJ,1173,825,11,14165,0
2020-08-11,RJ,1217,1339,11,30095,0
2020-08-12,RJ,1213,1249,11,35139,0
2020-08-13,RJ,1314,171,11,19314,0
2020-08-14,RJ,1278,2078,13,29089,0
2020-08-15,RJ,1287,1357,16,30061,0
2020-08-16,RJ,1317,1350,14,15131,0
2020-08-17,RJ,1334,1050,11,17116,0
2020-08-18,RJ,1347,1306,11,35336,0
2020-08-19,RJ,1312,1003,12,32734,0
2020-08-20,RJ,1330,1227,11,34734,0
2020-08-21,RJ,1335,1306,12,28463,0
2020-08-22,RJ,1310,1648,11,31741,0
2020-08-23,RJ,1345,1180,11,28545,0
2020-08-24,RJ,1346,1276,12,14742,0
2020-08-25,RJ,1370,1526,13,29607,0
2020-08-26,RJ,1345,1453,12,29609,0
2020-08-27,RJ,1345,1006,13,32309,0
2020-08-28,RJ,1355,1448,12,25951,0
2020-08-29,RJ,1407,938,13,20288,0
2020-08-30,RJ,1450,2122,13,27122,0
2020-08-31,RJ,1466,1719,13,12580,0
2020-09-01,RJ,1470,1312,13,28766,0
2020-09-02,RJ,1511,2550,12,21244,0
2020-09-03,RJ,1553,546,14,27531,0
2020-09-04,RJ,1570,679,13,24124,0
2020-09-05,RJ,1566,1346,14,27727,0
2020-09-06,RJ,1593,1616,15,27545,0
2020-09-07,RJ,1580,1566,14,12175,0
2020-09-08,RJ,1590,1445,13,30195,0
2020-09-09,RJ,1610,1578,14,28722,0
2020-09-10,RJ,1640,1032,14,29559,0
2020-09-11,RJ,1660,1488,15,27286,0
2020-09-12,RJ,1669,932,14,31294,0
2020-09-13,RJ,1703,1616,15,27602,0
2020-09-14,RJ,1730,1644,14,13851,0
2020-09-15,RJ,1760,1711,14,33079,0
2020-09-16,RJ,1782,1479,15,33141,0
2020-09-17,RJ,1793,1333,14,29064,0
2020-09-18,RJ,1817,1580,15,27971,0
2020-09-19,RJ,1834,1540,14,30783,0
2020-09-20,RJ,1865,1664,14,30456,0
2020-09-21,RJ,1892,1815,16,13549,0
2020-09-22,RJ,1912,1528,15,33786,0
2020-09-23,RJ,1946,1553,15,31698,0
2020-09-24,RJ,1981,1965,15,32332,0
2020-09-25,RJ,2010,1958,15,26680,0
2020-09-26,RJ,2045,1706,14,29578,0
2020-09-27,RJ,2084,1724,15,26794,0
2020-09-28,RJ,2112,1754,15,11468,0
2020-09-29,RJ,2148,1800,15,28502,0
2020-09-30,RJ,2173,1953,15,27692,0
2020-10-01,RJ,2193,1953,14,24775,0
2020-10-02,RJ,2211,2060,16,22330,0
2020-10-03,RJ,2150,2003,14,16507,0
2020-10-04,RJ,2184,2090,15,25324,0
2020-10-05,RJ,2165,2090,14,11335,0
2020-10-06,RJ,2121,2027,15,26200,0
2020-10-07,RJ,2151,2078,16,22307,0
2020-10-08,RJ,2138,2092,15,23540,0
2020-10-09,RJ,2180,2148,16,20696,0
2020-10-10,RJ,2123,2152,15,23974,0
2020-10-11,RJ,2144,2072,14,21150,0
2020-10-12,RJ,2132,1858,15,9136,0
2020-10-13,RJ,2035,1768,14,26026,0
2020-10-14,RJ,2021,2219,15,22069,0
2020-10-15,RJ,2039,2149,14,21955,0
2020-10-16,RJ,2010,2201,15,19908,0
2020-10-17,RJ,1992,2106,12,22401,0
2020-10-18,RJ,1985,2088,13,12289,0
2020-10-19,RJ,1960,2194,12,8702,0
2020-10-20,RJ,1897,2522,14,24667,0
2020-10-21,RJ,1810,2865,14,22595,0
2020-10-22,RJ,1822,2654,12,21515,0
2020-10-23,RJ,1815,2367,14,19339,0
2020-10-24,RJ,1852,2515,12,21614,0
2020-10-25,RJ,1821,2240,13,13880,0
2020-10-26,RJ,1805,2226,14,8434,0
2020-10-27,RJ,1796,2066,14,23273,0
2020-10-28,RJ,1785,2016,10,22831,0
2020-10-29,RJ,1790,1933,11,21770,0
2020-10-30,RJ,1794,2087,10,19154,0
2020-10-31,RJ,1780,1920,9,14387,0
